iata,type,name,municipality,iso_country,latitude,longitude,scheduled,tz
YHE,small_airport,Hope Airport / FVRD Regional Airpark,Hope,CA,49.3689,-121.4950,no,America/Vancouver
YHF,medium_airport,Hearst René Fontaine Municipal Airport,Hearst,CA,49.7142,-83.6861,no,America/Toronto
YHG,small_airport,Charlottetown Airport,Charlottetown,CA,52.7658,-56.1124,yes,America/St_Johns
YHI,small_airport,Ulukhaktok Holman Airport,Ulukhaktok,CA,70.7628,-117.8060,yes,America/Edmonton
YHJ,small_airport,Nanchang Yaohu Airport,Nanchang,CN,28.7010,116.1077,no,Asia/Shanghai
YHK,small_airport,Gjoa Haven Airport,Gjoa Haven,CA,68.6356,-95.8497,yes,America/Cambridge_Bay
YHM,medium_airport,John C. Munro Hamilton International Airport,Hamilton,CA,43.1735,-79.9312,yes,America/Toronto
YHN,medium_airport,Hornepayne Municipal Airport,Hornepayne,CA,49.1931,-84.7589,no,America/Toronto
YHO,small_airport,Hopedale Airport,Hopedale,CA,55.4488,-60.2281,yes,America/Goose_Bay
YHP,small_airport,Poplar Hill Airport,Poplar Hill,CA,52.1133,-94.2556,yes,America/Winnipeg
YHR,small_airport,Chevery Airport,Chevery,CA,50.4683,-59.6378,yes,America/Blanc-Sablon
YHS,small_airport,Sechelt-Gibsons Airport,Sechelt,CA,49.4606,-123.7190,no,America/Vancouver
YHT,medium_airport,Haines Junction Airport,Haines Junction,CA,60.7892,-137.5460,no,America/Whitehorse
YHU,medium_airport,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA,45.5175,-73.4169,yes,America/Toronto
YHY,medium_airport,Hay River / Merlyn Carter Airport,Hay River,CA,60.8397,-115.7830,yes,America/Edmonton
YHZ,large_airport,Halifax / Stanfield International Airport,Halifax,CA,44.8808,-63.5086,yes,America/Halifax
YIA,large_airport,Yogyakarta International Airport,Yogyakarta,ID,-7.9053,110.0573,yes,Asia/Jakarta
YIB,medium_airport,Atikokan Municipal Airport,Atikokan,CA,48.7739,-91.6386,no,America/Atikokan
YIC,medium_airport,Yichun Mingyueshan Airport,Yichun,CN,27.8025,114.3062,yes,Asia/Shanghai
YIE,medium_airport,Arxan Yi'ershi Airport,Arxan,CN,47.3106,119.9117,yes,Asia/Shanghai
YIF,medium_airport,St Augustin Airport,St-Augustin,CA,51.2117,-58.6583,yes,America/Blanc-Sablon
YIH,medium_airport,Yichang Sanxia Airport,Yichang (Xiaoting),CN,30.5541,111.4826,yes,Asia/Shanghai
YIK,small_airport,Ivujivik Airport,Ivujivik,CA,62.4173,-77.9253,yes,America/Toronto
YIN,medium_airport,Ili Yining International Airport,Ili (Yining / Ghulja),CN,43.9558,81.3303,yes,Asia/Shanghai
YIO,small_airport,Pond Inlet Airport,Pond Inlet,CA,72.6895,-77.9689,yes,America/Iqaluit
YIP,medium_airport,Willow Run Airport,Detroit,US,42.2379,-83.5304,no,America/Detroit
YIV,medium_airport,Island Lake Airport,Island Lake,CA,53.8572,-94.6536,yes,America/Winnipeg
YIW,large_airport,Yiwu Airport,Yiwu/Jinhua,CN,29.3421,120.0312,yes,Asia/Shanghai
YJA,small_airport,Jasper Airport,Jasper,CA,52.9964,-118.0602,no,America/Edmonton
YJF,medium_airport,Fort Liard Airport,Fort Liard,CA,60.2358,-123.4690,no,America/Inuvik
YJN,medium_airport,St Jean Airport,St Jean,CA,45.2944,-73.2811,no,America/Toronto
YJP,small_airport,Jasper-Hinton Airport,Hinton,CA,53.3192,-117.7530,no,America/Edmonton
YJS,small_airport,Samjiyŏn Airport,Samjiyŏn,KP,41.9071,128.4098,no,Asia/Pyongyang
YJT,medium_airport,Stephenville Dymond International Airport,Stephenville,CA,48.5434,-58.5529,yes,America/St_Johns
YKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,Kamloops,CA,50.7030,-120.4486,yes,America/Vancouver
YKC,small_airport,Collins Bay Airport,Collins Bay,CA,58.2361,-103.6780,no,America/Regina
YKD,medium_airport,Kincardine Municipal Airport,Kincardine,CA,44.2014,-81.6067,no,America/Toronto
YKE,small_airport,Knee Lake Airport,Knee Lake,CA,54.9153,-94.7981,no,America/Winnipeg
YKF,medium_airport,Region of Waterloo International Airport,Breslau,CA,43.4608,-80.3786,yes,America/Toronto
YKG,small_airport,Kangirsuk Airport,Kangirsuk,CA,60.0272,-69.9992,yes,America/Toronto
YKH,medium_airport,Yingkou Lanqi Airport,Yingkou (Laobian),CN,40.5425,122.3586,yes,Asia/Shanghai
YKJ,medium_airport,Key Lake Airport,Key Lake,CA,57.2561,-105.6180,no,America/Regina
YKL,medium_airport,Schefferville Airport,Schefferville,CA,54.8053,-66.8053,yes,America/Toronto
YKM,medium_airport,Yakima Air Terminal McAllister Field,Yakima,US,46.5682,-120.5440,yes,America/Los_Angeles
YKN,medium_airport,Chan Gurney Municipal Airport,Yankton,US,42.9167,-97.3859,no,America/Chicago
YKO,medium_airport,Hakkari Yüksekova Airport,Hakkari,TR,37.5497,44.2381,yes,Europe/Istanbul
YKQ,small_airport,Waskaganish Airport,Waskaganish,CA,51.4733,-78.7583,yes,America/Toronto
YKS,large_airport,Platon Oyunsky Yakutsk International Airport,Yakutsk,RU,62.0933,129.7710,yes,Asia/Yakutsk
YKU,small_airport,Chisasibi Airport,Chisasibi,CA,53.8056,-78.9169,yes,America/Toronto
YKX,medium_airport,Kirkland Lake Airport,Kirkland Lake,CA,48.2103,-79.9814,no,America/Toronto
YKY,medium_airport,Kindersley Airport,Kindersley,CA,51.5175,-109.1810,no,America/Swift_Current
YLB,small_airport,Lac La Biche Airport,Lac La Biche,CA,54.7703,-112.0320,no,America/Edmonton
YLC,small_airport,Kimmirut Airport,Kimmirut,CA,62.8483,-69.8779,yes,America/Iqaluit
YLD,medium_airport,Chapleau Airport,Chapleau,CA,47.8200,-83.3467,no,America/Toronto
YLE,small_airport,Whatì Airport,Whatì,CA,63.1317,-117.2460,yes,America/Edmonton
YLG,small_airport,Yalgoo Airport,Yalgoo,AU,-28.3553,116.6840,no,Australia/Perth
YLH,small_airport,Lansdowne House Airport,Lansdowne House,CA,52.1956,-87.9342,yes,America/Toronto
YLI,medium_airport,Ylivieska Airfield,Ylivieska,FI,64.0547,24.7253,no,Europe/Helsinki
YLJ,medium_airport,Meadow Lake Airport,Meadow Lake,CA,54.1253,-108.5230,no,America/Swift_Current
YLK,medium_airport,Barrie-Lake Simcoe Regional Airport,Barrie,CA,44.4851,-79.5547,yes,America/Toronto
YLL,medium_airport,Lloydminster Airport,Lloydminster,CA,53.3092,-110.0730,yes,America/Edmonton
YLP,small_airport,Mingan Airport,Longue-Pointe-de-Mingan,CA,50.2869,-64.1528,no,America/Toronto
YLQ,small_airport,La Tuque Airport,La Tuque,CA,47.4097,-72.7889,no,America/Toronto
YLR,medium_airport,Leaf Rapids Airport,Leaf Rapids,CA,56.5133,-99.9853,no,America/Winnipeg
YLS,small_airport,Lebel-sur-Quevillon Airport,Lebel-sur-Quévillon,CA,49.0303,-77.0172,no,America/Toronto
YLT,medium_airport,Alert Airport,Alert,CA,82.5173,-62.2830,no,America/Iqaluit
YLV,small_airport,Yevlakh Airport,Yevlakh,AZ,40.6319,47.1419,no,Asia/Baku
YLW,large_airport,Kelowna International Airport,Kelowna,CA,49.9561,-119.3780,yes,America/Vancouver
YLX,medium_airport,Yulin Fumian Airport,Yulin,CN,22.4330,110.1200,yes,Asia/Shanghai
YLY,medium_airport,Langley Airport,Langley,CA,49.1008,-122.6310,no,America/Vancouver
YMA,medium_airport,Mayo Airport,Mayo,CA,63.6164,-135.8680,no,America/Whitehorse
YMB,small_airport,Merritt Airport,Merritt,CA,50.1225,-120.7454,no,America/Vancouver
YME,medium_airport,Matane Airport,Matane,CA,48.8569,-67.4533,no,America/Toronto
YMG,medium_airport,Manitouwadge Airport,Manitouwadge,CA,49.0839,-85.8606,no,America/Toronto
YMH,small_airport,Mary's Harbour Airport,Mary's Harbour,CA,52.3028,-55.8474,yes,America/St_Johns
YMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,CA,50.3303,-105.5590,no,America/Regina
YMK,small_airport,Mys Kamenny Airport,Mys Kamennyi,RU,68.4677,73.5967,no,Asia/Yekaterinburg
YML,medium_airport,Charlevoix Airport,Charlevoix,CA,47.5975,-70.2239,no,America/Toronto
YMM,medium_airport,Fort McMurray International Airport,Fort McMurray,CA,56.6533,-111.2220,yes,America/Edmonton
YMN,small_airport,Makkovik Airport,Makkovik,CA,55.0773,-59.1879,yes,America/Goose_Bay
YMO,medium_airport,Moosonee Airport,Moosonee,CA,51.2911,-80.6078,yes,America/Toronto
YMP,small_airport,Port McNeill Airport,Port McNeill,CA,50.5735,-127.0277,yes,America/Vancouver
YMS,medium_airport,Moises Benzaquen Rengifo Airport,Yurimaguas,PE,-5.8938,-76.1182,yes,America/Lima
YMT,medium_airport,Chapais Airport,Chibougamau,CA,49.7719,-74.5281,yes,America/Toronto
YMV,small_airport,Mary River Aerodrome,Mary River,CA,71.3242,-79.3569,no,America/Iqaluit
YMW,small_airport,Maniwaki Airport,Messines,CA,46.2728,-75.9906,no,America/Toronto
YMX,medium_airport,Montreal Mirabel International Airport,Montréal,CA,45.6795,-74.0387,yes,America/Toronto
YNA,medium_airport,Natashquan Airport,Natashquan,CA,50.1901,-61.7890,yes,America/Blanc-Sablon
YNB,large_airport,Prince Abdulmohsen Bin Abdulaziz International Airport,Yanbu,SA,24.1442,38.0634,yes,Asia/Riyadh
YNC,small_airport,Wemindji Airport,Wemindji,CA,53.0106,-78.8311,yes,America/Toronto
YND,medium_airport,Ottawa / Gatineau Airport,Gatineau,CA,45.5217,-75.5636,yes,America/Toronto
YNE,small_airport,Norway House Airport,Norway House,CA,53.9583,-97.8442,yes,America/Winnipeg
YNG,medium_airport,Youngstown Warren Regional Airport,Youngstown/Warren,US,41.2607,-80.6791,no,America/New_York
YNH,small_airport,Hudson's Hope Airport,Hudson's Hope,CA,56.0351,-121.9783,no,America/Dawson_Creek
YNJ,medium_airport,Yanji Chaoyangchuan Airport,Yanji,CN,42.8828,129.4510,yes,Asia/Shanghai
YNL,medium_airport,Points North Landing Airport,Points North Landing,CA,58.2767,-104.0820,yes,America/Regina
YNM,medium_airport,Matagami Airport,Matagami,CA,49.7617,-77.8028,no,America/Toronto
YNO,small_airport,North Spirit Lake Airport,North Spirit Lake,CA,52.4900,-92.9711,yes,America/Winnipeg
YNP,small_airport,Natuashish Airport,Natuashish,CA,55.9139,-61.1844,yes,America/Goose_Bay
YNS,small_airport,Nemiscau Airport,Nemiscau,CA,51.6911,-76.1356,yes,America/Toronto
YNT,large_airport,Yantai Penglai International Airport,Yantai,CN,37.6597,120.9781,yes,Asia/Shanghai
YNX,small_airport,Snap Lake Airport,Snap Lake Mine,CA,63.5936,-110.9060,no,America/Edmonton
YNY,large_airport,Yangyang International Airport,Gonghang-ro,KR,38.0605,128.6698,yes,Asia/Seoul
YNZ,large_airport,Yancheng Nanyang International Airport,Yancheng (Tinghu),CN,33.4283,120.2054,yes,Asia/Shanghai
YOA,medium_airport,Ekati Airport,Ekati,CA,64.6989,-110.6150,no,America/Edmonton
YOC,small_airport,Old Crow Airport,Old Crow,CA,67.5706,-139.8390,yes,America/Dawson
YOD,medium_airport,CFB Cold Lake,Cold Lake,CA,54.4050,-110.2790,no,America/Edmonton
YOE,small_airport,Donnelly Airport,Donnelly,CA,55.7094,-117.0940,no,America/Edmonton
YOG,small_airport,Ogoki Post Airport,Ogoki Post,CA,51.6586,-85.9017,yes,America/Toronto
YOH,small_airport,Oxford House Airport,Oxford House,CA,54.9333,-95.2789,yes,America/Winnipeg
YOI,small_airport,Opinaca Aerodrome,Éléonore Mine,CA,52.2219,-76.6119,no,America/Toronto
YOJ,medium_airport,High Level Airport,High Level,CA,58.6214,-117.1650,yes,America/Edmonton
YOL,medium_airport,Yola Airport,Yola,NG,9.2576,12.4304,yes,Africa/Lagos
YON,small_airport,Yongphulla Airport,Yongphulla,BT,27.2563,91.5146,yes,Asia/Thimphu
YOO,medium_airport,Oshawa Executive Airport,Oshawa,CA,43.9228,-78.8950,no,America/Toronto
YOP,medium_airport,Rainbow Lake Airport,Rainbow Lake,CA,58.4914,-119.4080,no,America/Edmonton
YOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,Owen Sound,CA,44.5903,-80.8375,no,America/Toronto
YOW,large_airport,Ottawa Macdonald-Cartier International Airport,Ottawa,CA,45.3225,-75.6692,yes,America/Toronto
YPA,medium_airport,Prince Albert Glass Field,Prince Albert,CA,53.2142,-105.6730,yes,America/Regina
YPB,small_airport,Alberni Valley Regional Airport,Port Alberni,CA,49.3219,-124.9310,no,America/Vancouver
YPC,small_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA,69.3608,-124.0755,yes,America/Inuvik
YPD,small_airport,Parry Sound Area Municipal Airport,Parry Sound,CA,45.2575,-79.8297,no,America/Toronto
YPE,medium_airport,Peace River Airport,Peace River,CA,56.2269,-117.4470,yes,America/Edmonton
YPG,medium_airport,Portage-la-Prairie / Southport Airport,Portage la Prairie,CA,49.9031,-98.2738,no,America/Winnipeg
YPH,small_airport,Inukjuak Airport,Inukjuak,CA,58.4719,-78.0769,yes,America/Toronto
YPJ,small_airport,Aupaluk Airport,Aupaluk,CA,59.2967,-69.5997,yes,America/Toronto
YPL,medium_airport,Pickle Lake Airport,Pickle Lake,CA,51.4464,-90.2142,yes,America/Atikokan
YPM,small_airport,Pikangikum Airport,Pikangikum,CA,51.8197,-93.9733,yes,America/Winnipeg
YPN,medium_airport,Port-Menier Airport,Port-Menier,CA,49.8364,-64.2886,yes,America/Toronto
YPO,small_airport,Peawanuck Airport,Peawanuck,CA,54.9879,-85.4426,yes,America/Toronto
YPQ,medium_airport,Peterborough Regional Airport,Peterborough,CA,44.2323,-78.3621,yes,America/Toronto
YPR,medium_airport,Prince Rupert Airport,Prince Rupert,CA,54.2861,-130.4450,yes,America/Vancouver
YPS,medium_airport,Port Hawkesbury Airport,Port Hawkesbury,CA,45.6567,-61.3681,no,America/Glace_Bay
YPW,medium_airport,Powell River Airport,Powell River,CA,49.8342,-124.5000,yes,America/Vancouver
YPX,medium_airport,Puvirnituq Airport,Puvirnituq,CA,60.0506,-77.2869,yes,America/Toronto
YPY,medium_airport,Fort Chipewyan Airport,Fort Chipewyan,CA,58.7672,-111.1170,yes,America/Edmonton
YPZ,medium_airport,Burns Lake Airport,Burns Lake,CA,54.3764,-125.9510,yes,America/Vancouver
YQA,medium_airport,Muskoka Airport,Gravenhurst,CA,44.9754,-79.3065,yes,America/Toronto
YQB,large_airport,Quebec Jean Lesage International Airport,Quebec,CA,46.7911,-71.3933,yes,America/Toronto
YQC,small_airport,Quaqtaq Airport,Quaqtaq,CA,61.0464,-69.6178,yes,America/Toronto
YQD,medium_airport,The Pas Airport,The Pas,CA,53.9714,-101.0910,yes,America/Winnipeg
YQF,medium_airport,Red Deer Regional Airport,Springbrook,CA,52.1822,-113.8940,no,America/Edmonton
YQG,medium_airport,Windsor International Airport,Windsor,CA,42.2756,-82.9556,yes,America/Toronto
YQH,medium_airport,Watson Lake Airport,Watson Lake,CA,60.1168,-128.8220,yes,America/Whitehorse
YQI,medium_airport,Yarmouth Airport,Yarmouth,CA,43.8269,-66.0881,no,America/Halifax
YQK,medium_airport,Kenora Airport,Kenora,CA,49.7883,-94.3631,yes,America/Winnipeg
YQL,medium_airport,Lethbridge County Airport,Lethbridge,CA,49.6303,-112.8000,yes,America/Edmonton
YQM,medium_airport,Greater Moncton Roméo LeBlanc International Airport,Moncton,CA,46.1132,-64.6772,yes,America/Moncton
YQN,medium_airport,Nakina Airport,Nakina,CA,50.1828,-86.6964,yes,America/Toronto
YQQ,medium_airport,Comox Valley International Airport / CFB Comox,Comox,CA,49.7108,-124.8870,yes,America/Vancouver
YQR,medium_airport,Regina International Airport,Regina,CA,50.4319,-104.6609,yes,America/Regina
YQS,medium_airport,St Thomas Municipal Airport,St Thomas,CA,42.7700,-81.1108,no,America/Toronto
YQT,medium_airport,Thunder Bay International Airport,Thunder Bay,CA,48.3719,-89.3239,yes,America/Toronto
YQU,medium_airport,Grande Prairie Airport,Grande Prairie,CA,55.1797,-118.8850,yes,America/Edmonton
YQV,medium_airport,Yorkton Municipal Airport,Yorkton,CA,51.2647,-102.4620,no,America/Regina
YQW,medium_airport,North Battleford Airport,North Battleford,CA,52.7694,-108.2437,no,America/Swift_Current
YQX,medium_airport,Gander International Airport,Gander,CA,48.9363,-54.5677,yes,America/St_Johns
YQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,46.1611,-60.0498,yes,America/Glace_Bay
YQZ,medium_airport,Quesnel Airport,Quesnel,CA,53.0261,-122.5100,yes,America/Vancouver
YRA,small_airport,Rae Lakes Airport,Gamètì,CA,64.1161,-117.3100,yes,America/Edmonton
YRB,medium_airport,Resolute Bay Airport,Resolute Bay,CA,74.7169,-94.9694,yes,America/Resolute
YRD,small_airport,Dean River Airport,Kimsquit Valley,CA,52.8237,-126.9650,no,America/Vancouver
YRF,small_airport,Cartwright Airport,Cartwright,CA,53.6825,-57.0423,yes,America/Goose_Bay
YRG,small_airport,Rigolet Airport,Rigolet,CA,54.1797,-58.4575,yes,America/Goose_Bay
YRI,medium_airport,Rivière-du-Loup Airport,Rivière-du-Loup,CA,47.7644,-69.5847,no,America/Toronto
YRJ,medium_airport,Roberval Airport,Roberval,CA,48.5197,-72.2657,yes,America/Toronto
YRL,medium_airport,Red Lake Airport,Red Lake,CA,51.0669,-93.7931,yes,America/Winnipeg
YRM,small_airport,Rocky Mountain House Airport,Rocky Mountain House,CA,52.4297,-114.9040,no,America/Edmonton
YRO,medium_airport,Ottawa / Rockcliffe Airport,Ottawa,CA,45.4605,-75.6440,yes,America/Toronto
YRQ,medium_airport,Trois-Rivières Airport,Trois-Rivières,CA,46.3528,-72.6794,no,America/Toronto
YRR,small_airport,Stuart Island Airstrip,Big Bay,CA,50.4094,-125.1316,no,America/Vancouver
YRS,small_airport,Red Sucker Lake Airport,Red Sucker Lake,CA,54.1672,-93.5572,yes,America/Winnipeg
YRT,medium_airport,Rankin Inlet Airport,Rankin Inlet,CA,62.8114,-92.1158,yes,America/Rankin_Inlet
YRV,medium_airport,Revelstoke Airport,Revelstoke,CA,50.9622,-118.1843,no,America/Vancouver
YSA,small_airport,Sable Island Airport.,Sable Island,CA,43.9282,-59.9490,no,America/Halifax
YSB,medium_airport,Sudbury Airport,Sudbury,CA,46.6250,-80.7989,yes,America/Toronto
YSC,medium_airport,Sherbrooke Airport,Sherbrooke,CA,45.4386,-71.6914,no,America/Toronto
YSE,small_airport,Squamish Airport,Squamish,CA,49.7817,-123.1620,no,America/Vancouver
YSF,medium_airport,Stony Rapids Airport,Stony Rapids,CA,59.2503,-105.8410,yes,America/Regina
YSG,small_airport,Lutselk'e Airport,Lutselk'e,CA,62.4178,-110.6828,yes,America/Edmonton
YSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA,44.9458,-75.9406,no,America/Toronto
YSJ,medium_airport,Saint John Airport,Saint John,CA,45.3161,-65.8903,yes,America/Moncton
YSK,small_airport,Sanikiluaq Airport,Sanikiluaq,CA,56.5369,-79.2502,yes,America/Iqaluit
YSL,medium_airport,Saint-Léonard Airport,Saint-Léonard,CA,47.1571,-67.8362,yes,America/Moncton
YSM,medium_airport,Fort Smith Airport,Fort Smith,CA,60.0203,-111.9620,yes,America/Edmonton
YSN,medium_airport,Shuswap Regional Airport,Salmon Arm,CA,50.6828,-119.2290,no,America/Vancouver
YSO,small_airport,Postville Airport,Postville,CA,54.9105,-59.7851,yes,America/Goose_Bay
YSP,medium_airport,Marathon Airport,Marathon,CA,48.7553,-86.3444,no,America/Toronto
YSQ,medium_airport,Songyuan Chaganhu Airport,Qian Gorlos Mongol Autonomous County,CN,44.9311,124.5521,yes,Asia/Shanghai
YST,small_airport,St. Theresa Point Airport,St. Theresa Point,CA,53.8453,-94.8520,yes,America/Winnipeg
YSU,medium_airport,Summerside Airport,Slemon Park,CA,46.4406,-63.8336,no,America/Halifax
YSV,small_airport,Saglek Airport,Saglek,CA,58.4743,-62.6540,no,America/Goose_Bay
YSY,small_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,CA,71.9939,-125.2430,yes,America/Inuvik
YTA,medium_airport,Pembroke Airport,Pembroke,CA,45.8644,-77.2517,no,America/Toronto
YTD,medium_airport,Thicket Portage Airport,Thicket Portage,CA,55.3189,-97.7078,no,America/Winnipeg
YTE,small_airport,Cape Dorset Airport,Kinngait,CA,64.2300,-76.5267,yes,America/Iqaluit
YTF,medium_airport,Alma Airport,Alma,CA,48.5089,-71.6419,no,America/Toronto
YTH,medium_airport,Thompson Airport,Thompson,CA,55.8011,-97.8642,yes,America/Winnipeg
YTL,small_airport,Big Trout Lake Airport,Big Trout Lake,CA,53.8178,-89.8969,yes,America/Winnipeg
YTM,medium_airport,Mont-Tremblant International Airport,La Macaza,CA,46.4094,-74.7800,no,America/Toronto
YTQ,small_airport,Tasiujaq Airport,Tasiujaq,CA,58.6678,-69.9558,yes,America/Toronto
YTR,medium_airport,CFB Trenton,Trenton,CA,44.1189,-77.5281,no,America/Toronto
YTS,medium_airport,Timmins/Victor M. Power,Timmins,CA,48.5697,-81.3767,yes,America/Toronto
YTT,small_airport,Tisdale Airport,Tisdale,CA,52.8367,-104.0670,no,America/Regina
YTW,small_airport,Yutian Wanfang Airport,Hotan (Yutian),CN,36.8085,81.7827,yes,Asia/Shanghai
YTY,medium_airport,Yangzhou Taizhou Airport,Yangzhou,CN,32.5634,119.7198,yes,Asia/Shanghai
YTZ,medium_airport,Billy Bishop Toronto City Airport,Toronto,CA,43.6279,-79.3955,yes,America/Toronto
YUA,medium_airport,Yuanmou Air Base,Chuxiong (Yuanmou),CN,25.7375,101.8820,no,Asia/Shanghai
YUB,small_airport,Tuktoyaktuk / James Gruben Airport,Tuktoyaktuk,CA,69.4333,-133.0260,no,America/Inuvik
YUD,small_airport,Umiujaq Airport,Umiujaq,CA,56.5361,-76.5183,yes,America/Toronto
YUE,small_airport,Yuendumu Airport,,AU,-22.2542,131.7820,no,Australia/Darwin
YUK,small_airport,Syunik Airport,Kapan,AM,39.2023,46.4552,no,Asia/Yerevan
YUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA,45.4678,-73.7423,yes,America/Toronto
YUM,medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,Yuma,US,32.6509,-114.6094,yes,America/Phoenix
YUS,medium_airport,Yushu Batang Airport,Yushu (Batang),CN,32.8364,97.0364,yes,Asia/Shanghai
YUT,small_airport,Naujaat Airport,Repulse Bay,CA,66.5210,-86.2252,yes,America/Rankin_Inlet
YUX,medium_airport,Hall Beach Airport,Sanirajak,CA,68.7761,-81.2425,yes,America/Iqaluit
YUY,medium_airport,Rouyn Noranda Airport,Rouyn-Noranda,CA,48.2061,-78.8356,yes,America/Toronto
YVB,medium_airport,Bonaventure Airport,Bonaventure,CA,48.0711,-65.4603,yes,America/Toronto
YVC,medium_airport,La Ronge Airport,La Ronge,CA,55.1514,-105.2620,yes,America/Regina
YVD,small_airport,Yeva Airport,Yeva,PG,-7.5480,146.1880,no,Pacific/Port_Moresby
YVE,medium_airport,Vernon Regional Airport,Vernon,CA,50.2462,-119.3310,no,America/Vancouver
YVG,small_airport,Vermilion Airport,Vermilion,CA,53.3577,-110.8274,no,America/Edmonton
