iata,type,name,municipality,iso_country,latitude,longitude,scheduled,tz
KHC,small_airport,Kerch Airport,Kerch,UA,45.3725,36.4014,no,Europe/Simferopol
KHD,medium_airport,Khoram Abad Airport,,IR,33.4354,48.2829,yes,Asia/Tehran
KHE,medium_airport,Kherson International Airport,Kherson,UA,46.6758,32.5064,yes,Europe/Kyiv
KHG,large_airport,Kashgar Laining International Airport,Kashgar,CN,39.5423,76.0202,yes,Asia/Shanghai
KHH,large_airport,Kaohsiung International Airport,Kaohsiung (Xiaogang),TW,22.5771,120.3500,yes,Asia/Taipei
KHI,large_airport,Jinnah International Airport,Karachi,PK,24.9065,67.1608,yes,Asia/Karachi
KHJ,medium_airport,Kauhajoki Airfield,Kauhajoki,FI,62.4632,22.3908,no,Europe/Helsinki
KHK,medium_airport,Khark Airport,Khark,IR,29.2605,50.3222,yes,Asia/Tehran
KHM,small_airport,Kanti Airport,Kanti,MM,25.9883,95.6744,yes,Asia/Yangon
KHN,large_airport,Nanchang Changbei International Airport,Nanchang,CN,28.8648,115.9027,yes,Asia/Shanghai
KHO,small_airport,Khoka Moya Airport,Khoka Moya,ZA,-24.5930,31.4151,no,Africa/Johannesburg
KHR,small_airport,Kharkhorin Airport,,MN,47.2467,102.8261,no,Asia/Ulaanbaatar
KHS,medium_airport,Khasab Airport,Khasab,OM,26.1710,56.2406,yes,Asia/Muscat
KHT,medium_airport,Khost International Airport,Khost,AF,33.2846,69.8073,yes,Asia/Kabul
KHU,small_airport,Kakhnovka Airfield,Kremenchuk,UA,49.1368,33.4779,no,Europe/Kyiv
KHV,medium_airport,Khabarovsk Novy Airport,Khabarovsk,RU,48.5283,135.1886,yes,Asia/Vladivostok
KHW,small_airport,Khwai River Lodge Airport,Khwai River Lodge,BW,-19.1495,23.7879,no,Africa/Gaborone
KHX,medium_airport,Savannah Airstrip,Kihihi,UG,-0.7165,29.6997,yes,Africa/Kampala
KHY,small_airport,Khoy Airport,Khoy,IR,38.4275,44.9736,no,Asia/Tehran
KHZ,small_airport,Kauehi Airport,Kauehi,PF,-15.7806,-145.1284,yes,Pacific/Tahiti
KIC,small_airport,Mesa Del Rey Airport,King City,US,36.2280,-121.1220,no,America/Los_Angeles
KID,medium_airport,Kristianstad Airport,Kristianstad,SE,55.9217,14.0855,no,Europe/Stockholm
KIE,small_airport,Aropa Airport,Kieta,PG,-6.3057,155.7282,yes,Pacific/Bougainville
KIF,small_airport,Kingfisher Lake Airport,Kingfisher Lake,CA,53.0125,-89.8553,yes,America/Winnipeg
KIG,small_airport,Koingnaas Airport,Koingnaas,ZA,-30.1871,17.2827,no,Africa/Johannesburg
KIH,large_airport,Kish International Airport,Kish Island,IR,26.5254,53.9805,yes,Asia/Tehran
KII,small_airport,Kibuli Airstrip,Kibuli,PG,-9.0065,142.6981,no,Pacific/Port_Moresby
KIJ,large_airport,Niigata Airport,Niigata,JP,37.9542,139.1122,yes,Asia/Tokyo
KIK,large_airport,Kirkuk International Airport,Kirkuk,IQ,35.4695,44.3489,yes,Asia/Baghdad
KIL,small_airport,Kilwa Airport,Kilwa,CD,-9.2886,28.3269,no,Africa/Lubumbashi
KIM,large_airport,Kimberley Airport,Kimberley,ZA,-28.8054,24.7649,yes,Africa/Johannesburg
KIN,large_airport,Norman Manley International Airport,Kingston,JM,17.9357,-76.7875,yes,America/Jamaica
KIO,small_airport,Kili Airport,Kili Island,MH,5.6439,169.1246,yes,Pacific/Majuro
KIP,small_airport,Kickapoo Downtown Airport,Wichita Falls,US,33.8578,-98.4904,no,America/Chicago
KIQ,small_airport,Kira Airport,Kira,PG,-8.0651,147.3320,no,Pacific/Port_Moresby
KIR,medium_airport,Kerry Airport,Farranfore,IE,52.1809,-9.5238,yes,Europe/Dublin
KIS,large_airport,Kisumu International Airport,Kisumu,KE,-0.0861,34.7289,yes,Africa/Nairobi
KIT,small_airport,Kithira Airport,Kithira Island,GR,36.2740,23.0167,yes,Europe/Athens
KIU,small_airport,Kiunga Airport,Kiunga,KE,-1.7413,41.4827,no,Africa/Nairobi
KIW,medium_airport,Southdowns Airport,Kitwe,ZM,-12.9005,28.1499,no,Africa/Lusaka
KIX,large_airport,Kansai International Airport,Osaka,JP,34.4273,135.2440,yes,Asia/Tokyo
KIY,small_airport,Kilwa Airport,Kilwa Masoko,TZ,-8.9112,39.5086,no,Africa/Dar_es_Salaam
KJA,large_airport,Krasnoyarsk International Airport,Krasnoyarsk,RU,56.1757,92.4858,yes,Asia/Krasnoyarsk
KJB,medium_airport,Kurnool Airport,Orvakal,IN,15.7163,78.1692,yes,Asia/Kolkata
KJH,medium_airport,Kaili Huangping Airport,Kaili  (Huangping),CN,26.9720,107.9880,yes,Asia/Shanghai
KJI,medium_airport,Burqin Kanas Airport,Burqin,CN,48.2223,86.9959,yes,Asia/Shanghai
KJJ,small_airport,Kajjansi Airfield,Kampala,UG,0.1968,32.5530,no,Africa/Kampala
KJK,medium_airport,Kortrijk-Wevelgem International Airport,Wevelgem,BE,50.8189,3.2096,no,Europe/Brussels
KJP,small_airport,Kerama Airport,Zamami,JP,26.1683,127.2934,no,Asia/Tokyo
KJT,medium_airport,Kertajati International Airport,Kertajati,ID,-6.6474,108.1656,yes,Asia/Jakarta
KJX,small_airport,Kuala Batu Airport,Blangpidie,ID,3.7357,96.7901,no,Asia/Jakarta
KKA,small_airport,Koyuk Alfred Adams Airport,Koyuk,US,64.9395,-161.1540,yes,America/Anchorage
KKC,medium_airport,Khon Kaen Airport,Khon Kaen,TH,16.4666,102.7840,yes,Asia/Bangkok
KKD,small_airport,Kokoda Airport,Kokoda,PG,-8.8847,147.7310,no,Pacific/Port_Moresby
KKE,medium_airport,Kerikeri Airport,Kerikeri,NZ,-35.2591,173.9133,yes,Pacific/Auckland
KKG,small_airport,Konawaruk Airport,Konawaruk,GY,5.2684,-58.9950,no,America/Guyana
KKH,small_airport,Kongiganak Airport,Kongiganak,US,59.9608,-162.8810,yes,America/Nome
KKI,small_airport,Akiachak Airport,Akiachak,US,60.9138,-161.4933,yes,America/Anchorage
KKJ,large_airport,Kitakyushu Airport,Kitakyushu,JP,33.8459,131.0350,yes,Asia/Tokyo
KKK,small_airport,Kalakaket Creek AS Airport,Kalakaket Creek,US,64.4166,-156.8204,no,America/Anchorage
KKM,medium_airport,Khok Kathiam Airport,Lop Buri,TH,14.8746,100.6634,no,Asia/Bangkok
KKN,medium_airport,"Kirkenes Airport, Høybuktmoen",Kirkenes,NO,69.7258,29.8913,yes,Europe/Oslo
KKO,small_airport,Kaikohe Airport,Kaikohe,NZ,-35.4511,173.8170,no,Pacific/Auckland
KKP,small_airport,Koolburra Airport,Koolburra,AU,-15.3189,143.9550,no,Australia/Brisbane
KKQ,small_airport,Krasnoselkup Airport,Krasnoselkup,RU,65.7170,82.4550,no,Asia/Yekaterinburg
KKR,medium_airport,Kaukura Airport,Raitahiti,PF,-15.6633,-146.8850,yes,Pacific/Tahiti
KKS,medium_airport,Kashan Airport,Kashan,IR,33.8953,51.5770,yes,Asia/Tehran
KKT,small_airport,Kentland Municipal Airport,Kentland,US,40.7587,-87.4295,no,America/Chicago
KKU,small_airport,Ekuk Airport,Ekuk,US,58.8112,-158.5590,no,America/Anchorage
KKW,medium_airport,Kikwit Airport,Kikwit,CD,-5.0358,18.7856,yes,Africa/Kinshasa
KKX,medium_airport,Kikai Airport,Kikai,JP,28.3213,129.9280,yes,Asia/Tokyo
KKY,small_airport,Kilkenny Airport,Kilkenny,IE,52.6508,-7.2961,no,Europe/Dublin
KKZ,small_airport,Koh Kong Airport,Krong Khemara Phoumin,KH,11.6134,102.9971,no,Asia/Phnom_Penh
KLB,small_airport,Kalabo Airport,Kalabo,ZM,-14.9988,22.6484,no,Africa/Lusaka
KLC,medium_airport,Kaolack Airport,Kaolack,SN,14.1469,-16.0513,no,Africa/Dakar
KLD,medium_airport,Migalovo Air Base,Tver,RU,56.8247,35.7577,no,Europe/Moscow
KLE,small_airport,Kaélé Airport,Kaélé,CM,10.0925,14.4456,no,Africa/Douala
KLF,medium_airport,Grabtsevo Airport,Kaluga,RU,54.5500,36.3667,no,Europe/Moscow
KLG,small_airport,Kalskag Airport,Kalskag,US,61.5363,-160.3410,yes,America/Anchorage
KLH,medium_airport,Kolhapur Airport,Kolhapur,IN,16.6647,74.2894,yes,Asia/Kolkata
KLI,small_airport,Kotakoli Airbase,Kotakoli,CD,4.1570,21.6667,no,Africa/Kinshasa
KLK,small_airport,Kalokol Airport,Kalokol,KE,3.4916,35.8368,no,Africa/Nairobi
KLL,small_airport,Levelock Airport,Levelock,US,59.1261,-156.8609,no,America/Anchorage
KLM,small_airport,Kalaleh Airport,Kalaleh,IR,37.3833,55.4520,no,Asia/Tehran
KLN,small_airport,Larsen Bay Airport,Larsen Bay,US,57.5352,-153.9765,yes,America/Anchorage
KLO,large_airport,Kalibo International Airport,Kalibo,PH,11.6794,122.3760,yes,Asia/Manila
KLP,small_airport,Seruyan Kuala Pembuang Airport,Seruyan,ID,-3.3761,112.5365,yes,Asia/Pontianak
KLR,medium_airport,Kalmar Airport,Kalmar,SE,56.6855,16.2876,yes,Europe/Stockholm
KLS,medium_airport,Southwest Washington Regional Airport,Kelso,US,46.1180,-122.8980,no,America/Los_Angeles
KLU,large_airport,Klagenfurt Airport,Klagenfurt am Wörthersee,AT,46.6425,14.3377,yes,Europe/Vienna
KLV,large_airport,Karlovy Vary Airport,Karlovy Vary,CZ,50.2030,12.9150,yes,Europe/Prague
KLW,medium_airport,Klawock Airport,Klawock,US,55.5792,-133.0760,yes,America/Sitka
KLX,medium_airport,Kalamata Airport,Kalamata,GR,37.0683,22.0255,yes,Europe/Athens
KLY,small_airport,Kinkungwa Airport,Kalima,CD,-2.5780,26.7340,no,Africa/Lubumbashi
KLZ,medium_airport,Kleinsee Airport,Kleinsee,ZA,-29.6884,17.0940,no,Africa/Johannesburg
KMA,medium_airport,Kerema Airport,Kerema,PG,-7.9636,145.7710,yes,Pacific/Port_Moresby
KMB,small_airport,Koinambe Airport,Konambe,PG,-5.4875,144.6069,no,Pacific/Port_Moresby
KMC,medium_airport,King Khaled Military City Airport,King Khaled Military City,SA,27.9009,45.5282,yes,Asia/Riyadh
KME,medium_airport,Kamembe Airport,Kamembe,RW,-2.4622,28.9079,yes,Africa/Kigali
KMF,small_airport,Kamina Airport,Hoieti,PG,-7.6493,145.9569,no,Pacific/Port_Moresby
KMG,large_airport,Kunming Changshui International Airport,Kunming,CN,25.1103,102.9367,yes,Asia/Shanghai
KMH,medium_airport,Johan Pienaar Airport,Kuruman,ZA,-27.4566,23.4119,no,Africa/Johannesburg
KMI,large_airport,Miyazaki Airport,Miyazaki,JP,31.8772,131.4490,yes,Asia/Tokyo
KMJ,large_airport,Kumamoto Airport,Kumamoto,JP,32.8373,130.8550,yes,Asia/Tokyo
KMK,small_airport,Makabana Airport,Makabana,CG,-3.4830,12.6170,no,Africa/Brazzaville
KML,small_airport,Kamileroi Airport,,AU,-19.3750,140.0570,no,Australia/Brisbane
KMM,small_airport,Kimaam Airport,Kimaam,ID,-7.9779,138.8518,no,Asia/Jayapura
KMN,small_airport,Kamina City Airport,Kamina,CD,-8.7289,24.9914,yes,Africa/Lubumbashi
KMO,small_airport,Manokotak Airport,Manokotak,US,58.9321,-158.9019,yes,America/Anchorage
KMP,medium_airport,Keetmanshoop Airport,Keetmanshoop,NA,-26.5398,18.1114,no,Africa/Windhoek
KMQ,large_airport,Komatsu Airport / JASDF Komatsu Air Base,Kanazawa,JP,36.3934,136.4069,yes,Asia/Tokyo
KMR,small_airport,Karimui Airport,Karimui,PG,-6.4921,144.8230,no,Pacific/Port_Moresby
KMS,large_airport,Prempeh I International Airport,Kumasi,GH,6.7146,-1.5908,yes,Africa/Accra
KMU,medium_airport,Kismayo Airport,Kismayo,SO,-0.3774,42.4592,no,Africa/Mogadishu
KMV,small_airport,Kalay Airport,Kalemyo,MM,23.1888,94.0511,no,Asia/Yangon
KMW,medium_airport,Kostroma Sokerkino Airport,Kostroma,RU,57.7969,41.0194,yes,Europe/Moscow
KMX,medium_airport,King Khalid Air Base,Khamis Mushait,SA,18.2973,42.8035,no,Asia/Riyadh
KMZ,small_airport,Kaoma Airport,Kaoma,ZM,-14.8000,24.7830,no,Africa/Lusaka
KNA,medium_airport,Viña del Mar Airport,Viña del Mar,CL,-32.9496,-71.4786,no,America/Santiago
KNB,small_airport,Kanab Municipal Airport,Kanab,US,37.0111,-112.5310,no,America/Denver
KND,medium_airport,Kindu Airport,Kindu,CD,-2.9192,25.9154,yes,Africa/Lubumbashi
KNE,small_airport,Kanainj Airport,Kanainj,PG,-5.2903,144.7072,no,Pacific/Port_Moresby
KNF,medium_airport,RAF Marham,"King's Lynn, Norfolk",GB,52.6484,0.5507,no,Europe/London
KNG,medium_airport,Utarom Airport,Kaimana,ID,-3.6446,133.6951,yes,Asia/Jayapura
KNH,medium_airport,Kinmen Airport,Shang-I,TW,24.4279,118.3590,yes,Asia/Taipei
KNI,small_airport,Katanning Airport,,AU,-33.6994,117.6570,no,Australia/Perth
KNJ,small_airport,Kindamba Airport,Kindamba,CG,-3.7498,14.4903,no,Africa/Brazzaville
KNK,small_airport,Kokhanok Airport,Kokhanok,US,59.4332,-154.8022,yes,America/Anchorage
KNM,small_airport,Kaniama Airport,Kaniama,CD,-7.5993,24.1586,no,Africa/Lubumbashi
KNN,small_airport,Kankan Airport,Kankan,GN,10.4484,-9.2288,no,Africa/Conakry
KNO,large_airport,Kualanamu International Airport,Beringin,ID,3.6378,98.8706,yes,Asia/Jakarta
KNP,small_airport,Kapanda Airport,Capanda,AO,-9.7694,15.4553,no,Africa/Luanda
KNQ,medium_airport,Koné Airport,Koné,NC,-21.0536,164.8388,yes,Pacific/Noumea
KNR,medium_airport,Jam Airport,Jam,IR,27.8205,52.3522,no,Asia/Tehran
KNS,medium_airport,King Island Airport,,AU,-39.8775,143.8780,yes,Australia/Hobart
KNT,small_airport,Kennett Memorial Airport,Kennett,US,36.2259,-90.0366,no,America/Chicago
KNU,medium_airport,Kanpur Airport,Kanpur,IN,26.4043,80.4101,yes,Asia/Kolkata
KNW,small_airport,New Stuyahok Airport,New Stuyahok,US,59.4518,-157.3738,yes,America/Anchorage
KNX,medium_airport,East Kimberley Regional (Kununurra) Airport,Kununurra,AU,-15.7781,128.7080,yes,Australia/Perth
KNY,small_airport,Kodinsk Airport,,RU,58.4794,99.0939,no,Asia/Krasnoyarsk
KNZ,small_airport,Kenieba Airport,Kenieba,ML,12.8390,-11.2534,no,Africa/Bamako
KOA,large_airport,Ellison Onizuka Kona International Airport at Keāhole,Kailua-Kona,US,19.7388,-156.0456,yes,Pacific/Honolulu
KOC,small_airport,Koumac Airport,Koumac,NC,-20.5463,164.2556,yes,Pacific/Noumea
KOD,small_airport,Kotabangun Airport,Kotabangun-Borneo Island,ID,-0.2667,116.5833,no,Asia/Makassar
KOE,medium_airport,El Tari Airport,Kupang,ID,-10.1716,123.6710,yes,Asia/Makassar
KOF,small_airport,Komatipoort Airport,Komatipoort,ZA,-25.4403,31.9300,no,Africa/Johannesburg
KOH,small_airport,Koolatah Airport,Maramie,AU,-15.8885,142.4395,no,Australia/Brisbane
KOI,medium_airport,Kirkwall Airport,"Kirkwall, Orkney Islands",GB,58.9579,-2.9051,yes,Europe/London
KOJ,large_airport,Kagoshima Airport,Kagoshima,JP,31.8034,130.7190,yes,Asia/Tokyo
KOK,medium_airport,Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,FI,63.7212,23.1431,yes,Europe/Helsinki
KOM,small_airport,Komo-Manda Airport,Komo,PG,-6.0682,142.8598,no,Pacific/Port_Moresby
KOO,small_airport,Kongolo Airport,Kongolo,CD,-5.3939,26.9899,no,Africa/Lubumbashi
KOP,medium_airport,Nakhon Phanom Airport,Nakhon Phanom,TH,17.3838,104.6430,yes,Asia/Bangkok
KOQ,small_airport,Köthen Airport,Köthen (Anhalt),DE,51.7237,11.9488,no,Europe/Berlin
KOR,small_airport,Kakoro(Koroko) Airstrip,Kakoro,PG,-7.8347,146.5335,no,Pacific/Port_Moresby
KOS,large_airport,Sihanouk International Airport,Preah Sihanouk,KH,10.5706,103.6321,yes,Asia/Phnom_Penh
KOT,small_airport,Kotlik Airport,Kotlik,US,63.0306,-163.5330,yes,America/Nome
KOU,medium_airport,Koulamoutou Mabimbi Airport,Koulamoutou,GA,-1.1846,12.4413,no,Africa/Libreville
KOV,large_airport,Kokshetau International Airport,Kokshetau,KZ,53.3291,69.5946,yes,Asia/Almaty
KOW,small_airport,Ganzhou Huangjin Airport,Ganzhou,CN,25.8533,114.7789,yes,Asia/Shanghai
KOX,small_airport,Kokonao Airport,Kokonao,ID,-4.7107,136.4351,no,Asia/Jayapura
KOZ,small_airport,Ouzinkie Airport,Ouzinkie,US,57.9421,-152.4643,yes,America/Anchorage
KPA,small_airport,Kopiago Airport,Kopiago,PG,-5.3883,142.4977,no,Pacific/Port_Moresby
KPC,medium_airport,Port Clarence Coast Guard Station,Port Clarence,US,65.2537,-166.8590,no,America/Nome
KPE,small_airport,Yapsiei Airport,,PG,-4.6281,141.0942,no,Pacific/Port_Moresby
KPF,small_airport,Kondobol Airport,Kondobol,PG,-8.5336,142.5049,no,Pacific/Port_Moresby
KPI,small_airport,Kapit Airport,Kapit,MY,2.0105,112.9315,no,Asia/Kuching
KPL,small_airport,Kapal Airport,Kapal,PG,-8.6302,142.8238,no,Pacific/Port_Moresby
KPM,small_airport,Kompiam Airport,,PG,-5.3817,143.9247,no,Pacific/Port_Moresby
KPN,small_airport,Kipnuk Airport,Kipnuk,US,59.9318,-164.0282,yes,America/Nome
KPO,medium_airport,Pohang Airport (G-815/K-3),Pohang,KR,35.9880,129.4204,yes,Asia/Seoul
KPP,small_airport,Kalpowar Airport,Kalpower,AU,-14.8900,144.2200,no,Australia/Brisbane
KPS,medium_airport,Kempsey Airport,,AU,-31.0723,152.7653,no,Australia/Sydney
KPT,small_airport,Jackpot Airport/Hayden Field,Jackpot,US,41.9760,-114.6580,no,America/Los_Angeles
KPV,small_airport,Perryville Airport,Perryville,US,55.9065,-159.1609,yes,America/Anchorage
KPW,medium_airport,Keperveem Airport,Keperveem,RU,67.8450,166.1400,yes,Asia/Anadyr
KQA,small_airport,Akutan Airport,Akutan,US,54.1446,-165.6043,yes,America/Nome
KQH,medium_airport,Kishangarh Airport Ajmer,Ajmer (Kishangarh),IN,26.5910,74.8130,yes,Asia/Kolkata
KQL,small_airport,Kol Airport,Kol,PG,-5.7312,144.8460,no,Pacific/Port_Moresby
KQR,small_airport,Karara Airport,Karara,AU,-29.2172,116.6872,yes,Australia/Perth
KQT,large_airport,Bokhtar International Airport,Bokhtar,TJ,37.8663,68.8645,yes,Asia/Dushanbe
KRA,medium_airport,Kerang Airport,,AU,-35.7514,143.9390,no,Australia/Melbourne
KRB,small_airport,Karumba Airport,,AU,-17.4567,140.8300,yes,Australia/Brisbane
KRC,small_airport,Departi Parbo Airport,Sungai Penuh,ID,-2.0940,101.4702,yes,Asia/Jakarta
KRD,small_airport,Kurundi Airport,Kurundi Station,AU,-20.5100,134.6706,no,Australia/Darwin
KRE,small_airport,Kirundo Airport,Kirundo,BI,-2.5448,30.0946,yes,Africa/Bujumbura
KRF,medium_airport,Kramfors-Sollefteå Höga Kusten Airport,Nyland,SE,63.0486,17.7689,yes,Europe/Stockholm
KRG,small_airport,Karasabai Airport,Karasabai,GY,4.0301,-59.5475,no,America/Guyana
KRI,small_airport,Kikori Airport,Kikori,PG,-7.4244,144.2501,yes,Pacific/Port_Moresby
KRJ,small_airport,Karawari Airstrip,Amboin,PG,-4.5967,143.5225,no,Pacific/Port_Moresby
KRK,large_airport,Kraków John Paul II International Airport,Balice,PL,50.0777,19.7848,yes,Europe/Warsaw
KRL,medium_airport,Korla Licheng Airport,Korla,CN,41.6150,86.1408,yes,Asia/Shanghai
KRM,small_airport,Karanambo Airport,Karanambo,GY,3.7526,-59.3090,no,America/Guyana
KRN,large_airport,Kiruna Airport,Kiruna,SE,67.8220,20.3368,yes,Europe/Stockholm
KRO,medium_airport,Kurgan Airport,Kurgan,RU,55.4753,65.4156,yes,Asia/Yekaterinburg
KRP,medium_airport,Midtjyllands Airport / Air Base Karup,Karup,DK,56.2971,9.1043,yes,Europe/Copenhagen
KRQ,small_airport,Kramatorsk Airport,Kramatorsk,UA,48.7068,37.6309,no,Europe/Kyiv
KRR,large_airport,Krasnodar Pashkovsky International Airport,Krasnodar,RU,45.0345,39.1742,yes,Europe/Moscow
KRS,large_airport,Kristiansand Airport,Kristiansand(Kjevik),NO,58.2042,8.0854,yes,Europe/Oslo
KRT,large_airport,Khartoum International Airport,Khartoum,SD,15.5895,32.5532,yes,Africa/Khartoum
KRU,small_airport,Kerau Airport,Gunim,PG,-8.2716,147.0719,no,Pacific/Port_Moresby
KRV,small_airport,Kerio Valley Airport,Kimwarer,KE,0.3179,35.6647,no,Africa/Nairobi
KRW,medium_airport,Turkmenbaşy International Airport,Turkmenbaşy,TM,40.0628,53.0051,yes,Asia/Ashgabat
KRX,small_airport,Kar Kar Airport,Kar Kar Island,PG,-4.5570,145.9404,no,Pacific/Port_Moresby
KRY,small_airport,Karamay Airport,Karamay,CN,45.4665,84.9527,yes,Asia/Shanghai
KRZ,small_airport,Kiri Airport,Kiri,CD,-1.4998,18.9285,no,Africa/Kinshasa
KSA,large_airport,Kosrae International Airport,Okat,FM,5.3570,162.9580,yes,Pacific/Kosrae
KSB,small_airport,Kasonombe Airport,Kasonombe,PG,-6.3819,146.9859,no,Pacific/Port_Moresby
KSC,medium_airport,Košice International Airport,Košice,SK,48.6631,21.2411,yes,Europe/Bratislava
KSD,medium_airport,Karlstad Airport,Karlstad,SE,59.4447,13.3374,yes,Europe/Stockholm
KSE,small_airport,Kasese Airport,Kasese,UG,0.1830,30.1000,no,Africa/Kampala
KSF,large_airport,Kassel Airport,Calden,DE,51.4184,9.3916,yes,Europe/Berlin
KSG,small_airport,Kisengam Airport [CLOSED],Kisenden,PG,-6.3620,146.7100,no,Pacific/Port_Moresby
KSH,medium_airport,Shahid Ashrafi Esfahani Airport,Kermanshah,IR,34.3459,47.1581,yes,Asia/Tehran
KSI,small_airport,Kissidougou Airport,Kissidougou,GN,9.1606,-10.1244,no,Africa/Conakry
KSJ,small_airport,Kasos Airport,Kasos Island,GR,35.4214,26.9100,yes,Europe/Athens
KSK,medium_airport,Karlskoga Airport,Karlskoga,SE,59.3459,14.4959,no,Europe/Stockholm
KSL,medium_airport,Kassala Airport,Kassala,SD,15.3875,36.3288,yes,Africa/Khartoum
KSM,small_airport,St Mary's Airport,St Mary's,US,62.0605,-163.3020,yes,America/Nome
KSN,large_airport,Kostanay International Airport,Kostanay,KZ,53.2069,63.5503,yes,Asia/Qostanay
KSO,small_airport,Kastoria National Airport Aristotle,Argos Orestiko,GR,40.4463,21.2822,yes,Europe/Athens
KSP,small_airport,Kosipe Airport,Kosipe Mission,PG,-8.4507,147.2092,no,Pacific/Port_Moresby
KSQ,small_airport,Karshi Airport,Karshi,UZ,38.8022,65.7731,yes,Asia/Samarkand
KSR,small_airport,Selayar - Haji Aroeppala Airport,Benteng,ID,-6.1792,120.4375,yes,Asia/Makassar
KSS,small_airport,Sikasso (Dignangan) Airport,Sikasso,ML,11.5984,-5.7989,no,Africa/Bamako
KSU,medium_airport,"Kristiansund Airport, Kvernberget",Kvernberget,NO,63.1118,7.8245,yes,Europe/Oslo
KSV,small_airport,Springvale Airport,,AU,-23.5500,140.7000,no,Australia/Brisbane
KSW,small_airport,Kiryat Shmona Airport,Kiryat Shmona,IL,33.2163,35.5962,no,Asia/Jerusalem
KSX,small_airport,Yasuru Airport,Yasuru,PG,-6.6015,146.1813,no,Pacific/Port_Moresby
KSY,medium_airport,Kars Airport,Kars,TR,40.5622,43.1150,yes,Europe/Istanbul
KSZ,medium_airport,Kotlas Airport,Kotlas,RU,61.2358,46.6975,yes,Europe/Moscow
KTA,medium_airport,Karratha Airport,Karratha,AU,-20.7122,116.7730,yes,Australia/Perth
KTC,small_airport,Katiola Airport,Katiola,CI,8.1329,-5.0649,no,Africa/Abidjan
KTD,medium_airport,Kitadaito Airport,Kitadaitōjima,JP,25.9447,131.3270,yes,Asia/Tokyo
KTE,medium_airport,Kerteh Airport,Kerteh,MY,4.5372,103.4270,no,Asia/Kuala_Lumpur
KTF,small_airport,Takaka Airport,,NZ,-40.8133,172.7750,no,Pacific/Auckland
KTG,medium_airport,Rahadi Osman Airport,Ketapang,ID,-1.8172,109.9635,yes,Asia/Pontianak
KTI,large_airport,Techo International Airport,Phnom Penh (Boeng Khyang),KH,11.3600,104.9213,yes,Asia/Phnom_Penh
KTJ,small_airport,Kichwa Tembo Airport,Kichwa Tembo,KE,-1.2635,35.0275,no,Africa/Nairobi
KTL,medium_airport,Kitale Airport,Kitale,KE,0.9720,34.9586,no,Africa/Nairobi
KTM,large_airport,Tribhuvan International Airport,Kathmandu,NP,27.6966,85.3591,yes,Asia/Kathmandu
KTN,medium_airport,Ketchikan International Airport,Ketchikan,US,55.3556,-131.7140,yes,America/Sitka
KTO,small_airport,Kato Airport,Kato,GY,4.6492,-59.8322,no,America/Guyana
KTP,medium_airport,Tinson Pen Airport,Tinson Pen,JM,17.9886,-76.8238,yes,America/Jamaica
KTQ,medium_airport,Kitee Airport,Kitee,FI,62.1661,30.0736,no,Europe/Helsinki
KTR,medium_airport,Tindal Airport,,AU,-14.5211,132.3780,no,Australia/Darwin
KTS,small_airport,Brevig Mission Airport,Brevig Mission,US,65.3318,-166.4678,yes,America/Nome
KTT,large_airport,Kittilä International Airport,Kittilä,FI,67.7010,24.8468,yes,Europe/Helsinki
KTU,medium_airport,Kota Airport,Kota,IN,25.1602,75.8456,no,Asia/Kolkata
KTV,small_airport,Kamarata Airport,Kamarata,VE,5.7171,-62.3373,no,America/Caracas
KTW,large_airport,Katowice Wojciech Korfanty International Airport,Katowice,PL,50.4760,19.0807,yes,Europe/Warsaw
KTY,small_airport,Katukurunda Air Force Base,Kalutara,LK,6.5521,79.9775,no,Asia/Colombo
KUA,medium_airport,Kuantan Airport,Kuantan,MY,3.7754,103.2090,yes,Asia/Kuala_Lumpur
KUC,small_airport,Kuria Airport,Kuria,KI,0.2186,173.4420,no,Pacific/Tarawa
KUD,small_airport,Kudat Airport,Kudat,MY,6.9241,116.8371,yes,Asia/Kuching
KUE,small_airport,Kukudu Airport,Kolombangara Island,SB,-8.0262,156.9478,no,Pacific/Guadalcanal
KUF,large_airport,Kurumoch International Airport,Samara,RU,53.5049,50.1643,yes,Europe/Samara
KUG,small_airport,Kubin Island Airport,Kubin Island,AU,-10.2265,142.2196,yes,Australia/Brisbane
KUH,medium_airport,Kushiro Airport,Kushiro,JP,43.0410,144.1930,yes,Asia/Tokyo
KUK,small_airport,Kasigluk Airport,Kasigluk,US,60.8727,-162.5247,yes,America/Nome
KUL,large_airport,Kuala Lumpur International Airport,Sepang,MY,2.7456,101.7100,yes,Asia/Kuala_Lumpur
KUM,medium_airport,Yakushima Airport,Yakushima,JP,30.3856,130.6590,yes,Asia/Tokyo
KUN,large_airport,Kaunas International Airport,Kaunas,LT,54.9640,24.0858,yes,Europe/Vilnius
KUO,large_airport,Kuopio Airport,Kuopio / Siilinjärvi,FI,63.0071,27.7978,yes,Europe/Helsinki
KUP,small_airport,Kupiano Airport,Kupiano,PG,-10.0736,148.2180,no,Pacific/Port_Moresby
KUQ,small_airport,Kuri Airport,Kuri,PG,-7.1351,143.2761,no,Pacific/Port_Moresby
KUR,small_airport,Razer Airport,Skazar,AF,36.0299,70.7142,no,Asia/Kabul
KUS,medium_airport,Kulusuk Airport,Kulusuk,GL,65.5736,-37.1236,yes,America/Nuuk
